,OCCUPATIONID,PREFERREDLABEL,ALTLABELS,OCCUPATIONGROUPLABEL,OCCUPATIONGROUPID,SECTOR,SECTORID,SUBSECTOR,SUBSECTORID
1891,687671c1ebd2bf665349e39a,followspot operator,"followspot operator
followspot lighting operator
spotlight operator",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1892,687671c1ebd2bf665349e39b,light board operator,"lighting board programmer & operator
lighting operator
sound & lighting board operator
light board controller
lx operator
lighting board controller
board operator
sound and lighting board operator
lighting board programmer and operator
lx board operator
light board operator
lighting board operator and programmer",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1893,687671c1ebd2bf665349e39c,scenery technician,"scenic technician
set tehnician
scene technician
theatre scene assembler
theatre carpenter
theater carpenter
assistant scenographer
theater scene assembler
scenery technician
scenery assembler",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1894,687671c1ebd2bf665349e39d,stage machinist,"flying system technician
stage machinist
stage & lighting technician
theater mechanist
set mechanics supervisor
flying system operator
theatre machinist
stage and lighting technician
theatre mechanist
theater machinist
stage mechanist
scene-shifter
lighting & stage technician
flying operator
set technician
lighting and stage technician
flyman
chief stage technician",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1895,687671c1ebd2bf665349e39e,stage technician,"theater technician
stage technician coordinator
all round event technician
stage technician manager
audio video and lighting technician
allround stage technician
theater technics operator
all round engineer
multi-skilled stage technician
all round theatre technician
stage technician assistant
audio visuals & lighting technician
theater technical operator
theatre technician
multi-skilled theatre operator
event technician
theatre technical operator
theatre technics operator
stage technician
theatre technical officer
sound, lighting and video technician
stage lighting technician",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1896,687671c1ebd2bf665349e39f,audio production technician,"front of house sound engineer
live sound technician
sound engineer
front of house technician
stage manager
audio production technician
event technician
audio engineer
venue technician
pa man
live sound engineer
stage sound technician
acoustics technician
pa woman
audio recording engineer
audio engineer technician
audio equipment maintenance technician
audio technician
audio video production intern
sound technician
sound engineering technician",Other artistic and cultural associate professionals,687671b1ebd2bf665349a243,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1897,687671c1ebd2bf665349e3a0,automated fly bar operator,"automation operator & programmer
automated fly bar operator
lead automation operator
automated fly bar technician
automation programmer & operator
theatre automated rigging operator
automation programmer and operator
stage automation operator
automation operator and programmer",Other artistic and cultural associate professionals,687671b1ebd2bf665349a243,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1898,687671c1ebd2bf665349e3a1,body artist,"tattoo studio assistant
henna artist
tattooist
tattoo artist
body piercer
tattooer
tattoo studio attendant
body artist",Other artistic and cultural associate professionals,687671b1ebd2bf665349a243,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1899,687671c1ebd2bf665349e3a2,broadcasting programme director,"manager, floor: broadcasting
master, property: broadcasting
tv program director
tv programme director
broadcasting program coordinator
broadcasting program director
broadcasting program manager
broadcasting programme director
broadcasting programme manager
content director
program controller
program planner
programme controller
programme planner
radio program director
radio programme director
television program director
television programme director
channel development officer
television director
broadcast producer",Other artistic and cultural associate professionals,687671b1ebd2bf665349a243,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Commercial Broadcast Service,2c63ffd5-d6a3-4490-bc47-bfe2e3c5221a
1900,687671c1ebd2bf665349e3a3,dresser,"dresser, theatrical
backstage dresser
dresser
principal dresser
wardrobe master
wardrobe mistress",Other artistic and cultural associate professionals,687671b1ebd2bf665349a243,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1901,687671c1ebd2bf665349e3a4,costume attendant,"costume dresser
costume continuity attendant
costume coordinator
costume attendant
costume assistant
wardrobe assistant
wardrobe attendant
daily costume attendant",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1902,687671c1ebd2bf665349e3a5,extra,"extra
background actress
walker on
television extra
extra performer
movie extra
background artist
motion picture extra
background actor
film extra
tv extra",Other artistic and cultural associate professionals,687671b1ebd2bf665349a243,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1903,687671c1ebd2bf665349e3a6,fight director,"coordinator, stunt
fight arranger
fight choreographer
fight coach
fight coordinator
fight director
historical combat instructor
martial arts fight director
stage combat coordinator
stage combat instructor
stage fight coordinator
stage fight instructor
sword fight director",Other artistic and cultural associate professionals,687671b1ebd2bf665349a243,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1904,687671c1ebd2bf665349e3a7,data centre operator,"data centre operators
data center operator
data center administrator
data centre employee
data centre operator
data center manager
data center engineer
data center facility engineer",Information and communications technology operations technicians,687671b1ebd2bf665349a246,ICT and digital work,e5c279c4-44d2-42a9-91f5-0329ed7536ce,Data Center Hosting Services,791196f6-86dc-4fe5-ac98-ee13683f0910
1905,687671c1ebd2bf665349e3a8,ICT help desk agent,"analyst, desktop: support
analyst, software: support
assistant, computer: engineering (software support)
assistant, computer: user services
consultant, internet: helpdesk
consultant, internet: support
consultant, it helpdesk
engineer, customer service: computer helpdesk
engineer, internet: helpdesk
ict help desk advisor
ict help desk agent
ict help desk agents
ict helpdesk agent
ict helpdesk agents
ict service desk agent
it help desk advisor
it help desk agent
officer, computer services: helpdesk
officer, helpdesk: it
officer, internet: helpdesk
operator, helpdesk: software
representative, internet helpdesk
support, it
support, internet
help desk agent
ict assistant",Information and communications technology user support technicians,687671b1ebd2bf665349a247,ICT and digital work,e5c279c4-44d2-42a9-91f5-0329ed7536ce,Information Communication Technology Training Service,91883b63-48a5-43fd-bb36-e23c31eb9f1f
1906,687671c1ebd2bf665349e3a9,ICT help desk manager,"consultant, software support
consultant, technical: software support
ict help desk manager
ict help desk managers
ict helpdesk manager
ict helpdesk managers
ict service desk manager
it help desk manager
it helpdesk manager
software support manager
technical support manager
help desk assistant
ict support officer
help desk support",Information and communications technology user support technicians,687671b1ebd2bf665349a247,ICT and digital work,e5c279c4-44d2-42a9-91f5-0329ed7536ce,Information Communication Technology Training Service,91883b63-48a5-43fd-bb36-e23c31eb9f1f
1907,687671c1ebd2bf665349e3aa,ICT security technician,"ict security technician
it security officer
ict security officer
ict security technicians
it security technician",Information and communications technology user support technicians,687671b1ebd2bf665349a247,ICT and digital work,e5c279c4-44d2-42a9-91f5-0329ed7536ce,Computer network design deployment and implementation tasks,5434a184-f4cd-46ef-9afa-c8e171611ccf
1908,687671c1ebd2bf665349e3ab,ICT technician,"assistant, computer: engineering (operations)
engineer, computer: computer support
engineer, desktop support
ict engineer
ict technician
it engineer
it officer
it technician
installer, software
officer, desktop applications support
officer, desktop support
officer, internet: support
officer, network support
officer, support: it
support, computer
technician, end user: computing
technician, software
computer operator
technology transfer specialist
data center technician
data technician
it specialist
health information technician
ict lab technician
ict maintenance technician
ict technical support specialist
technology transfer coordinator
technology expert
information technology",Information and communications technology user support technicians,687671b1ebd2bf665349a247,ICT and digital work,e5c279c4-44d2-42a9-91f5-0329ed7536ce,Computer network design deployment and implementation tasks,5434a184-f4cd-46ef-9afa-c8e171611ccf
1909,687671c1ebd2bf665349e3ac,aviation data communications manager,"aviation data communications contractor
aviation data communications specialist
aviation data communications manager
data communications manager in aviation
aviation data communications officer
aviation data communications consultant
aviation sector data manager
aviation technology manager",Computer network and systems technicians,687671b1ebd2bf665349a248,ICT and digital work,e5c279c4-44d2-42a9-91f5-0329ed7536ce,Computer network design deployment and implementation tasks,5434a184-f4cd-46ef-9afa-c8e171611ccf
1910,687671c1ebd2bf665349e3ad,ICT network technician,"assistant, communications: ict
assistant, computer: network
assistant, computer: systems design
bss support engineer
ict network technician
it network technician
assistant network administrator
network engineer
network maintenance professional
network technician
network technicians
networks technician
system engineer
data center operations technician
network specialist
communication equipment technical competence certification",Computer network and systems technicians,687671b1ebd2bf665349a248,ICT and digital work,e5c279c4-44d2-42a9-91f5-0329ed7536ce,Computer network design deployment and implementation tasks,5434a184-f4cd-46ef-9afa-c8e171611ccf
1911,687671c1ebd2bf665349e3ae,webmaster,"coordinator, web: managing website
engineer, internet: managing websites
manager, information: website management
manager, internet: managing website
master, web
officer, web development
e-commerce technician
web administrator
web technician
webmaster
webmasters
website administrator",Web technicians,687671b1ebd2bf665349a249,ICT and digital work,e5c279c4-44d2-42a9-91f5-0329ed7536ce,Software Design Development and Implementation Works,6dc65832-d0cb-4f3d-a1b3-c047c3c81ce5
1912,687671c1ebd2bf665349e3af,audio-visual technician,"operator, audio equipment: television
operator, control-panel: television
audio & video operator
audio and video operator
audio technician
audio-video operator
audio-video technician
audio-visual assistant
audio-visual engineer
audio-visual operator
audio-visual technician
audio-visuals technician
audiovisual assistant
video technician
audio and video technician
audiovisual technician
audio visual specialist
audio visual technician",Broadcasting and audiovisual technicians,687671b1ebd2bf665349a24b,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1913,687671c1ebd2bf665349e3b0,boom operator,"shotgun operator
boom holder
film boom operator
boom operator
production sound mixer assistant
sound equipment technician
shotgun microphone operator
tv boom operator",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1914,687671c1ebd2bf665349e3b1,sound operator,"operator, dubbing equipment
operator, microphone
audio board operator
audio operator
sound audio technician
sound board operator
sound board technician
sound mixer
sound operator",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1915,687671c1ebd2bf665349e3b2,video technician,"audio-video specialist
image technician
video technician
audio visual specialist
audio visual technician
av technician
video/graphics technician
audio video specialist
graphics/video technician
visuals technician
audio-visual specialist
video conference technician
audio-video technician
audio/visual technician
cctv technician
cctv installation technician
live streaming technician
graphics technician
media equipment technician
security camera technician
videographer",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1916,687671c1ebd2bf665349e3b3,camera operator,"cameraman
camerawoman
camera crane operator
towercam operator
railcam operator
remote head operator
videographer
steadicam operator
camera equipment operator
video camera operator
camera operator
cctv operator
drone camera operator
security camera operator
security camera",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1917,687671c1ebd2bf665349e3b4,performance rental technician,"performance rental monitor
load cell hire technician
rental equipment performance technician
rental equipment performance engineer
performance rental technician
sound equipment hire technician
lighting hire equipment technician
venue performance monitor
equipment technician
venue technician (rental equipment)
equipment hire technician
weight report technician
performance rental engineer
special effects hire equipment technician",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,"Musical Equipment Rental Leasing, programming, supplying and storing other art equipment",3f586e30-53f7-4b2f-843c-4673346f8ab8
1918,687671c1ebd2bf665349e3b5,performance video operator,"visual and graphic operator
projection operator
video operator
video projection operator
visuals operator
video and graphics technician
video and graphics operator
video projection technician
visual projection operator
live video operator
performance video operator",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1919,687671c1ebd2bf665349e3b6,projectionist,"projectionist
projector booth operator
digital cinema projectionist
cinema projectionist
projection operator
booth operator
movie projector operator
film projectionist
projector operator
projection technician
motion picture projectionist
projections",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1920,687671c1ebd2bf665349e3b7,recording studio technician,"operator, recording equipment
technician, sound: studio (radio)
technician, sound: studio (television)
audio editor
audio post-production technician
audio restorer
re-recording mixer
recording audio technician
recording engineer
recording sound engineer
recording sound technician
recording studio audio engineer
recording studio sound technician
recording studio technician
recording technician
sound mixer
sounds technician
special effects sound technician
studio sound engineer
studio technician
audio recording and editing technician
oromo audio recording specialist",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1921,687671c1ebd2bf665349e3b8,sound designer,"sound designer and music composer
music composer & sound designer
audio engineer and sound artist
audio designer
audio engineer and sound designer
music and sound artist
sound designer & audio engineer
sound artist and audio engineer
sound designer and composer
sound designer
composer and sound designer
sound designer & music composer
sound designer and engineer
audio engineer & sound artist
composer & sound designer
sound designer & engineer
sound designer and audio engineer
sound designer & composer
music composer and sound designer
sound engineer and designer
sound engineer & designer",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1922,687671c1ebd2bf665349e3b9,sound editor,"dialogue editor
music supervisor
dubbing manager
sound designer
audio editor
adr editor
foley editor
music editor
automatic dialogue replacement editor
sound editor
foley artist
audio and video editor
audio visual editor
podcast editor",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1923,687671c1ebd2bf665349e3ba,sound mastering engineer,"mastering engineer
mastering technician
mixing and mastering engineer
audio mastering engineer
audio mastering operator
mixing & mastering sound engineer
digital mastering technician
sound mastering engineer
audio mixing and mastering engineer",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Motion Picture Works,3512c0eb-4f66-4b58-81c2-341ac1fcf8c1
1924,687671c1ebd2bf665349e3bb,broadcast technician,"operator, audio equipment: radio
operator, control-panel: radio
operator, public address equipment
operator, studio equipment: radio
operator, studio equipment: television
operator, transmitting equipment: radio
servicer, television
broadcast engineering technician
broadcast technician
broadcast technicians
broadcast transmitter operator
broadcast transmitting equipment operator
broadcast transmitting technician
broadcasting engineer
broadcasting equipment operator
broadcasting technician
radio and tv technician
channel specialist
broadcast equipment technician",Broadcasting and audiovisual technicians,687671b1ebd2bf665349a24b,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Commercial Broadcast Service,2c63ffd5-d6a3-4490-bc47-bfe2e3c5221a
1925,687671c1ebd2bf665349e3bc,telecommunications engineering technician,"officer, ship: radio
operator, telecommunications: equipment
technician, engineering: radar
technician, engineering: telegraph
communication administrator
communications administrator
telecom administrator
telecommunication administrator
telecommunications administrator
telecommunications administrators
telecommunications engineering technician
telecoms administrator
communications equipment technician
network cabling technician",Telecommunications engineering technicians,687671b1ebd2bf665349a24c,Economic Infrastructure,fa26396d-9a49-47cb-83ad-2e9b2aed4631,ICT,c6116cb6-4831-4f5d-b0f2-8196abd4b5eb
1926,687671c1ebd2bf665349e3bd,office clerk,"clerk, copyright
clerk, enquiry
clerk, appointments
timekeeper, motor transport
clerical assistant
correspondence clerk
office clerk
sales clerk
client service clerk
consular clerk
registry clerk
clerk
counter and rental clerk
order processing clerk
documentation clerk
receiving clerk
executive clerk
front desk clerk
grocery clerk
hotel desk clerk
hr information clerk
information clerk
clerk typist
invoice clerk
procurement documentation clerk
production clerk
order clerk
technical clerk",General office clerks,687671b1ebd2bf665349a250,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
1927,687671c1ebd2bf665349e3be,membership administrator,"administrative support officer
membership officer
membership sales administrator
membership administrator
account administrator
membership and subscription administrator
regional membership administrator
administrator
online channel administrator
application administrator
center administrator
channel administrator
building administrator
site administrator
web administrator
user account administrator",,,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
1928,687671c1ebd2bf665349e3bf,secretary,"secretary, typing
secretary, word processing
administrative assistant
assistant
city administrator secretary
corporate secretary
executive secretary
front office clerk
front office secretary
head secretary
office administrative assistant
office receptionist
office worker
personal assistant
private secretary
school secretary
secretarial assistant
secretary
typist
administrative secretary
board secretary
company secretary
secretariat director
legal secretary
medical secretary
medea secretary",Secretaries (general),687671b1ebd2bf665349a252,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
1929,687671c1ebd2bf665349e3c0,typist,"clerk, justo writing
clerk, telefax
clerk, telegraph
clerk, teleprinter
clerk, telex
clerk, word processing
controller, typist
justowriter
mimeographer
operator, word processing
tele typist
tele-printer operator
vari- typist
audio typist
braille typist
clerk typist
data entry typist
phonotypist
shorthand typist
transcription typist
typist
word processor",Typists and word processing operators,687671b1ebd2bf665349a254,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
1930,687671c1ebd2bf665349e3c1,data entry clerk,"clerk, adding
clerk, calculating
clerk, coding: data-processing
clerk, coding: statistics
clerk, compilation: directory
clerk, comptometer
clerk, computing
coder, clerical
data digitization analyst
operator, addressing machine
operator, book keeping
operator, coding machine
operator, domestic data entry
operator, accounting
operator, adding
operator, bookkeeping
operator, calculating
data entry clerk
data entry inspector
data entry officer
data entry operator
data steward
data-entry clerk
data-entry officer
payment entry clerk
statistical clerk
data clerk
financial data entry clerk",Data entry clerks,687671b1ebd2bf665349a255,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
1931,687671c1ebd2bf665349e3c2,bank teller,"assistant, bank
bank cashier
bank clerk
bank counter clerk
bank office clerk
bank teller
bank vault attendant
teller
teller coordinator
banking",Bank tellers and related clerks,687671b1ebd2bf665349a258,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
1932,687671c1ebd2bf665349e3c3,post office counter clerk,"mail services counter clerk
post office customer service assistant
post office supervisor
mail service clerk
post office counter clerk
post office customer service consultant
counter clerk, post office",Bank tellers and related clerks,687671b1ebd2bf665349a258,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,National Postal Service,7cb874cb-734f-4af2-b75e-3a96cc60389d
1933,687671c1ebd2bf665349e3c4,bingo caller,"main stage caller
bingo attendant
bingo assistant
bingo agent
bingo runner
bingo main caller
bingo main stage caller
bingo caller
bingo spotter
bingo cashier
main caller","Bookmakers, croupiers and related gaming workers",687671b1ebd2bf665349a259,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Culture and Arts Education,741860a3-43c0-41d5-a59f-ad2e0444b079
1934,687671c1ebd2bf665349e3c5,bookmaker,"off-course bookmaker
sports bookmaker
senior bookmaker
bookmaker clerk
race course bookmaker
off course bookmaker
bookmaker manager
on course bookmaker
head bookmaker
stadium bookmaker
turf accountant
bookmaker
on-course bookmaker
betting clerk","Bookmakers, croupiers and related gaming workers",687671b1ebd2bf665349a259,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Culture and Arts Education,741860a3-43c0-41d5-a59f-ad2e0444b079
1935,687671c1ebd2bf665349e3c6,casino cashier,"gaming cashier
casino head cashier
game cashier
casino cashier
booth cashier
casino cage cashier
casino income auditor
cage cashier
casino banker
main banker
gambling booth cashier
casino service attendant","Bookmakers, croupiers and related gaming workers",687671b1ebd2bf665349a259,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Culture and Arts Education,741860a3-43c0-41d5-a59f-ad2e0444b079
1936,687671c1ebd2bf665349e3c7,casino gaming manager,"casino gaming manager
senior gaming manager
gaming manager
gaming operations manager
group head of gaming
head of electronic gaming
gaming team manager
gaming service manager
group gaming manager
head of gaming
electronic gaming manager","Bookmakers, croupiers and related gaming workers",687671b1ebd2bf665349a259,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Culture and Arts Education,741860a3-43c0-41d5-a59f-ad2e0444b079
1937,687671c1ebd2bf665349e3c8,casino pit boss,"gaming supervisor
casino dealer & pit boss
gaming floor boss
pit boss
pit manager
electronic gaming supervisor
casino pit boss
casino dealer and pit boss
gaming floor manager
casino pit boss and dealer
gaming floor supervisor
casino pit boss & dealer",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Culture and Arts Education,741860a3-43c0-41d5-a59f-ad2e0444b079
1938,687671c1ebd2bf665349e3c9,gaming dealer,"player, cards
casinio gaming dealer
casino dealer
croupier
dealer
game dealer
game operator
gaming dealer
gaming operations dealer
gaming operator
table gaming dealer","Bookmakers, croupiers and related gaming workers",687671b1ebd2bf665349a259,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Culture and Arts Education,741860a3-43c0-41d5-a59f-ad2e0444b079
1939,687671c1ebd2bf665349e3ca,lottery operator,lottery operator,"Bookmakers, croupiers and related gaming workers",687671b1ebd2bf665349a259,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Culture and Arts Education,741860a3-43c0-41d5-a59f-ad2e0444b079
1940,687671c1ebd2bf665349e3cb,odds compiler,"odds manager
risk trader
odds compiler
sports odds compiler
horse racing odds compiler
football odds compiler
betting expert
odds expert
odds trader
sports trader","Bookmakers, croupiers and related gaming workers",687671b1ebd2bf665349a259,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Culture and Arts Education,741860a3-43c0-41d5-a59f-ad2e0444b079
1941,687671c1ebd2bf665349e3cc,race track operator,"tote board operator
tote technician
tote operator
advanced tote operator
tote manager
race track operator","Bookmakers, croupiers and related gaming workers",687671b1ebd2bf665349a259,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Culture and Arts Education,741860a3-43c0-41d5-a59f-ad2e0444b079
1942,687671c1ebd2bf665349e3cd,pawnbroker,"lender, money
deposit lender
loaner
pawn agent
pawn broker
pawnbroker
pawnshop manager
pawnshop operator
pawnshop owner",Pawnbrokers and money-lenders,687671b1ebd2bf665349a25a,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
1943,687671c1ebd2bf665349e3ce,debt collector,"collector, rent
assistant debt collector
bill and account collector
bill and account recovery agent
bill collector
collection agent
collections associate
credit control agent
debt collection agent
debt collection officer
debt collection operative
debt collector
debt recovery agent
field debt collector
payment collector
revenue agent
senior debt collector
third-party collector
cash collector
debt administrator
debt management",Debt-collectors and related workers,687671b1ebd2bf665349a25b,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
1944,687671c1ebd2bf665349e3cf,insurance collector,"insurance claims clerk
insurance claims and policy processing clerk
insurance collector
claims clerk
collector of insurance payments",Debt-collectors and related workers,687671b1ebd2bf665349a25b,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
1945,687671c1ebd2bf665349e3d0,ground steward/ground stewardess,"agent, check-in
clerk, check-in: airport
ground attendant
ground attendant supervisor
ground steward
ground steward/ground stewardess
ground stewardess
meet and assist agent
passenger service attendant
passenger service supervisor
passenger services agent
passenger services supervisor",Travel consultants and clerks,687671b1ebd2bf665349a25d,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Other supportive transportation services,19cca0c7-7b1a-49cc-9a81-3170119cc728
1946,687671c1ebd2bf665349e3d1,host/hostess,"host
hostess
host/hostess
show host",Travel consultants and clerks,687671b1ebd2bf665349a25d,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Hotels and Motels,
1947,687671c1ebd2bf665349e3d2,ticket sales agent,"attendant, airport: check-in
attendant, check-in: airline
ticket agent
ticket booking agent
ticket reservation agent
ticket sales agent
air ticket agent
airline ticket agent
ticket seller
event sales agent
reservation and transportation ticket agent
flight ticket agent
ticket distribution agent
ticketing agent",Travel consultants and clerks,687671b1ebd2bf665349a25d,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Other supportive transportation services,19cca0c7-7b1a-49cc-9a81-3170119cc728
1948,687671c1ebd2bf665349e3d3,railway sales agent,"railway transportation sales agent
railway station counter agent
railway sales agent
railway tickets saleswoman
agent for railway ticket sales
counter sales agent
railway station cashier
railway ticket sales representative
railway station agent
railway tickets salesman",,,"Logistics, transportation and communication",fe939258-deb3-46d1-bb48-c3fc351f21f0,Other supportive transportation services,19cca0c7-7b1a-49cc-9a81-3170119cc728
1949,687671c1ebd2bf665349e3d4,tourist information officer,"clerk, information: travel
counsellor, tourism information
counsellor, visitor information
tourist assistant
tourist centre officer
tourist information agent
tourist information officer
tourist point information officer
tourist receptionist
tourist service representative
tourism capacity building officer
tourism enterprise development officer
tourism fund officer
tourism infrastructure officer
tourism investment officer
tourism research officer
tourist services officer",Travel consultants and clerks,687671b1ebd2bf665349a25d,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Travel Agent and Related Services,56b0d15c-f095-45d9-822e-3b1758a8ab83
1950,687671c1ebd2bf665349e3d5,tour operator representative,"operator, tour
holiday rep
holiday representative
tour operator representative
tour rep
tour representative
tour operator",Travel consultants and clerks,687671b1ebd2bf665349a25d,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Travel Agent and Related Services,56b0d15c-f095-45d9-822e-3b1758a8ab83
1951,687671c1ebd2bf665349e3d6,tour organiser,"excursion leader
tour escort
travel and tourism tour manager
tour organizer
tour leader
excursion escort
tour organiser
tour coordinator",Travel consultants and clerks,687671b1ebd2bf665349a25d,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Travel Agent and Related Services,56b0d15c-f095-45d9-822e-3b1758a8ab83
1952,687671c1ebd2bf665349e3d7,travel agent,"clerk, bookings: travel
clerk, travel
clerk, travel agency
clerk, travel desk
reservations agent
sales agent
travel agent
travel booking agent
travel sales agent
guest service agent",Travel consultants and clerks,687671b1ebd2bf665349a25d,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Travel Agent and Related Services,56b0d15c-f095-45d9-822e-3b1758a8ab83
1953,687671c1ebd2bf665349e3d8,travel consultant,"counsellor, travel
travel consultant and organizers
business travel advisor
business travel consultant
leisure travel consultant
tourism promotion agent
travel advisor
travel consultant
migration management consultant
travel sales consultant
mission travel coordinator",Travel consultants and clerks,687671b1ebd2bf665349a25d,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Travel Agent and Related Services,56b0d15c-f095-45d9-822e-3b1758a8ab83
1954,687671c1ebd2bf665349e3d9,customer contact centre information clerk,"agent, directory assistance
coach, contact centre
coach, phone
officer, customer service: directory assistance
operator, directory assistance
client services clerk
customer contact center information clerk
customer contact centre information clerk
customer contact clerk
customer helpdesk clerk
customer information center assistant
customer relations representative
customer representative
customer service clerk
customer support officer
call center clerk",Contact centre information clerks,687671b1ebd2bf665349a25e,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
1955,687671c1ebd2bf665349e3da,live chat operator,"live chat operator
real time chat operator
online chat operator
virtual chat agent
live chat agent
online chat agent
virtual chat operator",,,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
